Rank,Name,Country,Sector,Absolute Growth Rate,Compound Annual Growth Rate,Revenue 2017,Employees 2017,Founded,Revenue 2018,Revenue 2015,Employees 2018,Revenue 2019,Revenue 2016,Employees 2019,Employees 2016,Revenue 2020,Employees 2020,Revenue 2021,Employees 2021,Revenue 2022,Employees 2022,Year
253,Eurafibre,France,Technology,568%,88.3%,4.9,7,2011,,,,,,,,,,,,,,2019
254,CliQéo,France,Support Services,563%,87.8%,5.1,50,2012,,,,,,,,,,,,,,2019
255,Airhunters,Netherlands,Transport,561%,87.7%,7.0,4,2013,,,,,,,,,,,,,,2019
256,leguano,Germany,Retail,555%,87.1%,21.7,303,2009,,,,,,,,,,,,,,2019
257,eila consulting,Germany,Travel & Leisure,555%,87.1%,3.2,12,2013,,,,,,,,,,,,,,2019
258,Freaks 4U Gaming,Germany,Sales & Marketing,555%,87.1%,16.2,123,2011,,,,,,,,,,,,,,2019
259,Feiniko,Germany,Sales & Marketing,553%,86.9%,4.9,6,2012,,,,,,,,,,,,,,2019
260,A.C. Mischke,Germany,Automobiles,552%,86.8%,63.3,8,2011,,,,,,,,,,,,,,2019
261,Marfeel Solutions,Spain,Advertising,552%,86.8%,7.9,73,2011,,,,,,,,,,,,,,2019
262,Moore,France,Construction,551%,86.7%,13.0,18,2012,,,,,,,,,,,,,,2019
263,Pull Energy,Spain,Construction,550%,86.6%,3.9,16,2013,,,,,,,,,,,,,,2019
264,Furlan Retail,Italy,Property,548%,86.5%,2.6,1,2013,,,,,,,,,,,,,,2019
265,Groupe Essor,France,Construction,548%,86.5%,71.7,135,2001,,,,,,,,,,,,,,2019
266,Seal Aromas,Spain,Personal & Household Goods,548%,86.4%,3.1,25,2012,,,,,,,,,,,,,,2019
267,Connect Partner,Slovakia,Sales & Marketing,544%,86.0%,1.7,1,1997,,,,,,,,,,,,,,2019
268,Crestanevada,Spain,Automobiles,543%,86.0%,5.9,9,2012,,,,,,,,,,,,,,2019
269,MC2 Technologies,France,Technology,541%,85.8%,4.5,36,2004,,,,,,,,,,,,,,2019
270,Tecnomacchine,Italy,Industrial Goods,541%,85.8%,2.9,7,2014,,,,,,,,,,,,,,2019
271,ASET (UK),United Kingdom,Support Services,540%,85.7%,6.3,35,2008,,,,,,,,,,,,,,2019
272,Like More Italia,Italy,Food & Beverage,539%,85.6%,3.7,11,2012,,,,,,,,,,,,,,2019
273,Younited Credit,France,Financial Services,539%,85.6%,16.4,213,2009,,,,,,,,,,,,,,2019
274,Natuvion,Germany,Support Services,538%,85.5%,15.4,60,2014,,,,,,,,,,,,,,2019
275,fleXstructures,Germany,Technology,538%,85.5%,2.7,20,2012,,,,,,,,,,,,,,2019
276,Univers Auto,France,Automobiles,533%,85.0%,11.7,4,2012,,,,,,,,,,,,,,2019
277,Ellemoda,Italy,Ecommerce,530%,84.7%,3.8,7,2012,,,,,,,,,,,,,,2019
278,AnalogFolk,United Kingdom,Advertising,528%,84.5%,17.0,135,2008,,,,,,,,,,,,,,2019
279,Fest Amsterdam,Netherlands,Interiors,528%,84.5%,2.7,11,2013,,,,,,,,,,,,,,2019
280,Ser Marco,Italy,Food & Beverage,527%,84.4%,2.4,2,1994,,,,,,,,,,,,,,2019
281,Freepik,Spain,Technology,527%,84.4%,12.0,85,2012,,,,,,,,,,,,,,2019
282,Emilia Foods,Italy,Food & Beverage,526%,84.3%,8.3,9,2013,,,,,,,,,,,,,,2019
283,Peter Kenkel,Germany,Technology,525%,84.2%,2.5,15,2006,,,,,,,,,,,,,,2019
284,Psykoterapiakeskus Vastaamo,Finland,Health,525%,84.2%,8.5,206,2008,,,,,,,,,,,,,,2019
285,Black Swan Data,United Kingdom,Technology,525%,84.2%,17.3,197,2011,,,,,,,,,,,,,,2019
286,Nanomakers,France,Chemicals,522%,83.9%,1.8,12,2010,,,,,,,,,,,,,,2019
287,Funiglobal Development,Spain,Ecommerce,521%,83.9%,17.4,50,2011,,,,,,,,,,,,,,2019
288,Delivery Hero,Germany,Food & Beverage,518%,83.5%,543.7,12882,2011,,,,,,,,,,,,,,2019
289,IK Container,Germany,Support Services,518%,83.5%,5.3,12,2011,,,,,,,,,,,,,,2019
290,GEDANKENtanken,Germany,Education,517%,83.5%,3.7,32,2012,,,,,,,,,,,,,,2019
291,Kave Home,Spain,Retail,514%,83.1%,7.5,12,2013,,,,,,,,,,,,,,2019
292,Hyper Recruitment Solutions,United Kingdom,Support Services,511%,82.8%,9.5,32,2011,,,,,,,,,,,,,,2019
293,Disko,France,Media,510%,82.7%,12.2,110,2010,,,,,,,,,,,,,,2019
294,Augusta Ratio,Italy,Energy,509%,82.6%,117.7,6,2012,,,,,,,,,,,,,,2019
295,Golden Gates Edelmetalle,Germany,Precious Metals,509%,82.6%,21.4,16,2012,,,,,,,,,,,,,,2019
296,E-Novia,Italy,Support Services,506%,82.3%,5.3,73,2012,,,,,,,,,,,,,,2019
297,Futura Società Uninominale,Italy,Management Consulting,501%,81.8%,2.4,5,2013,,,,,,,,,,,,,,2019
298,Epassi Payments,Finland,Fintech,498%,81.5%,63.2,40,2007,,,,,,,,,,,,,,2019
299,Orderbird,Germany,Technology,495%,81.2%,9.0,133,2011,,,,,,,,,,,,,,2019
300,CAPS Kunststoffe,Germany,Chemicals,493%,81.0%,2.6,1,2014,,,,,,,,,,,,,,2019
301,Neoconcept VRD,France,Construction,492%,80.9%,1.6,7,2012,,,,,,,,,,,,,,2019
302,M.C.I. Socio Unico,Italy,Transport,491%,80.8%,17.8,169,2012,,,,,,,,,,,,,,2019
303,Eland Oil & Gas,United Kingdom,Energy,489%,80.6%,65.5,70,2009,,,,,,,,,,,,,,2019
304,Lottoland,United Kingdom,Games Industry,489%,80.6%,277.9,305,2012,,,,,,,,,,,,,,2019
305,Mehr Geschäft Business Coaching,Germany,Sales & Marketing,487%,80.4%,2.5,10,2013,,,,,,,,,,,,,,2019
306,The Lead Agency,United Kingdom,Sales & Marketing,487%,80.4%,7.5,69,2002,,,,,,,,,,,,,,2019
307,La Caña Brothers,Spain,Advertising,485%,80.2%,5.8,76,2010,,,,,,,,,,,,,,2019
308,Enercotec Servicios,Spain,Energy,483%,80.0%,1.8,3,2013,,,,,,,,,,,,,,2019
309,Reddico,United Kingdom,Sales & Marketing,483%,80.0%,1.8,18,2012,,,,,,,,,,,,,,2019
310,Kantox,United Kingdom,Fintech,482%,79.9%,5.4,78,2011,,,,,,,,,,,,,,2019
311,Mark+Technik Verlag,Germany,Media,481%,79.8%,3.9,10,2014,,,,,,,,,,,,,,2019
312,Brightstone Group,Netherlands,Management Consulting,480%,79.7%,4.9,30,2013,,,,,,,,,,,,,,2019
313,Terma Energia,Italy,Industrial Goods,480%,79.6%,3.5,29,2006,,,,,,,,,,,,,,2019
314,Creative-Cables,Italy,Retail,478%,79.5%,4.1,18,2008,,,,,,,,,,,,,,2019
315,Falcon Tower Crane Services,United Kingdom,Construction,477%,79.3%,58.6,400,2008,,,,,,,,,,,,,,2019
316,Megasecur.Europe,France,Support Services,475%,79.2%,2.2,2,2011,,,,,,,,,,,,,,2019
317,F.Lli Denaro*,Italy,Retail,474%,79.1%,6.5,25,2011,,,,,,,,,,,,,,2019
318,BPV GmbH,Germany,Telecoms,474%,79.0%,6.2,37,2012,,,,,,,,,,,,,,2019
319,allbranded,Germany,Advertising,473%,79.0%,5.6,25,2011,,,,,,,,,,,,,,2019
320,The Valley DBS,Spain,Education,473%,78.9%,5.4,44,2011,,,,,,,,,,,,,,2019
321,IN AUDITO,Germany,Sales & Marketing,473%,78.9%,8.8,34,2010,,,,,,,,,,,,,,2019
322,Stillfront Group,Sweden,Games Industry,471%,78.7%,17.3,129,2010,,,,,,,,,,,,,,2019
323,Fekra Consulting,France,Management Consulting,468%,78.5%,6.2,90,2008,,,,,,,,,,,,,,2019
324,Innercircle,Germany,Support Services,nw467%,78.3%,1.8,52,2012,,,,,,,,,,,,,,2019
325,Cast Group Unipersonale,Italy,Agricultural Commodities,467%,78.3%,2.3,7,2009,,,,,,,,,,,,,,2019
326,Hicmobile,Italy,Advertising,466%,78.3%,2.3,12,2012,,,,,,,,,,,,,,2019
327,Beeks Financial Cloud Group,United Kingdom,Fintech,466%,78.2%,4.7,22,2011,,,,,,,,,,,,,,2019
328,Market Making (agency:2),United Kingdom,Advertising,465%,78.1%,3.6,21,2012,,,,,,,,,,,,,,2019
329,Coanda Energies,France,Construction,463%,77.9%,1.9,19,2013,,,,,,,,,,,,,,2019
330,ZOOT Group,Czech Republic,Retail,462%,77.8%,37.5,577,2012,,,,,,,,,,,,,,2019
331,LBBZ,Germany,Automobiles,460%,77.6%,25.5,110,1991,,,,,,,,,,,,,,2019
332,Clearabee,United Kingdom,Waste Management & Recycling,459%,77.5%,10.6,180,2012,,,,,,,,,,,,,,2019
333,Tixalia Worldwide,Spain,Travel & Leisure,459%,77.5%,5.6,11,2011,,,,,,,,,,,,,,2019
334,Gastrohero,Germany,Ecommerce,459%,77.4%,42.3,171,2013,,,,,,,,,,,,,,2019
335,Satis TT,France,Support Services,456%,77.2%,14.0,25,2012,,,,,,,,,,,,,,2019
336,Codete,Poland,Technology,456%,77.2%,3.7,90,2012,,,,,,,,,,,,,,2019
337,Astech Food Machinery,Spain,Technology,455%,77.1%,2.1,19,2012,,,,,,,,,,,,,,2019
338,Davricourt,France,Support Services,455%,77.1%,26.3,280,2011,,,,,,,,,,,,,,2019
339,Absolvent.pl,Poland,Technology,455%,77.0%,2.9,100,2013,,,,,,,,,,,,,,2019
340,Instarea,Slovakia,Technology,455%,77.0%,2.7,35,2008,,,,,,,,,,,,,,2019
341,Atrys Health,Spain,Health,454%,76.9%,6.0,62,2007,,,,,,,,,,,,,,2019
342,Streetec,Germany,Automobiles,452%,76.8%,2.9,8,2002,,,,,,,,,,,,,,2019
343,Bakken & Bæck,Norway,Technology,452%,76.8%,6.5,42,2011,,,,,,,,,,,,,,2019
344,Iniziative Comuni,Italy,Transport,452%,76.8%,9.7,6,2013,,,,,,,,,,,,,,2019
345,Sublime,France,Media,452%,76.7%,23.6,115,2012,,,,,,,,,,,,,,2019
346,Les Films du Worso,France,Media,452%,76.7%,6.0,4,2003,,,,,,,,,,,,,,2019
347,D-Level,Germany,Support Services,451%,76.6%,2.1,11,2010,,,,,,,,,,,,,,2019
348,Attestation Légale,France,Support Services,449%,76.4%,4.6,55,2010,,,,,,,,,,,,,,2019
349,Instillo,Germany,Pharmaceuticals,449%,76.4%,1.9,12,2013,,,,,,,,,,,,,,2019
350,The Software House,Poland,Technology,448%,76.3%,3.3,100,2012,,,,,,,,,,,,,,2019
351,WeAreReasonablePeople,Netherlands,Technology,447%,76.2%,3.0,34,2011,,,,,,,,,,,,,,2019
352,Dreissigacker Wein,Germany,Food & Beverage,446%,76.0%,2.2,8,2013,,,,,,,,,,,,,,2019
353,Cobapharma,Spain,Pharmaceuticals,444%,75.9%,3.1,3,2011,,,,,,,,,,,,,,2019
354,SICA SAS,France,Industrial Goods,444%,75.8%,13.5,1,2011,,,,,,,,,,,,,,2019
355,beCuriou AS,Norway,Travel & Leisure,443%,75.8%,4.6,7,2013,,,,,,,,,,,,,,2019
356,Valvero Sachwerte,Germany,Precious Metals,442%,75.7%,10.6,11,2010,,,,,,,,,,,,,,2019
357,B.S.B. Ingenieurgesellschaft,Germany,Support Services,442%,75.7%,2.4,42,1977,,,,,,,,,,,,,,2019
358,Inboundcycle,Spain,Sales & Marketing,442%,75.7%,1.8,39,2014,,,,,,,,,,,,,,2019
359,Sassi Editore,Italy,Media,440%,75.4%,4.9,16,2006,,,,,,,,,,,,,,2019
360,QS Group Unipersonale,Italy,Support Services,439%,75.4%,3.4,24,2014,,,,,,,,,,,,,,2019
361,Tremend Software Consulting,Romania,Technology,438%,75.2%,6.0,183,2005,,,,,,,,,,,,,,2019
362,France Bieres,France,Food & Beverage,438%,75.2%,3.1,18,2009,,,,,,,,,,,,,,2019
363,symbioun e.V.,Germany,Health,437%,75.2%,2.2,42,2009,,,,,,,,,,,,,,2019
364,Wellynx,Italy,Energy,437%,75.1%,1.8,11,2011,,,,,,,,,,,,,,2019
365,HiFuture,Italy,Technology,437%,75.1%,2.8,27,2013,,,,,,,,,,,,,,2019
366,Comcertrans,Spain,Agricultural Commodities,437%,75.1%,7.9,7,2013,,,,,,,,,,,,,,2019
367,Flat Iron Steak,United Kingdom,Restaurants,436%,75.0%,13.7,220,2012,,,,,,,,,,,,,,2019
368,Velvet Media Italia,Italy,Advertising,436%,75.0%,1.8,39,2013,,,,,,,,,,,,,,2019
369,Cussins (North East),United Kingdom,Property,436%,75.0%,25.5,64,2000,,,,,,,,,,,,,,2019
370,Greatest Distance,Portugal,Retail,434%,74.8%,13.6,4,2012,,,,,,,,,,,,,,2019
371,Freshland,Germany,Food & Beverage,433%,74.7%,3.2,8,2013,,,,,,,,,,,,,,2019
372,VELOfactur,Germany,Transport,432%,74.6%,2.3,6,2011,,,,,,,,,,,,,,2019
373,City Motors,Italy,Automobiles,432%,74.6%,25.4,23,1998,,,,,,,,,,,,,,2019
374,Aiuken Solutions,Spain,Cyber Security,431%,74.5%,6.6,75,2012,,,,,,,,,,,,,,2019
375,Porcamo,Italy,Ecommerce,431%,74.5%,3.1,7,2014,,,,,,,,,,,,,,2019
376,BXR Industrieservice,Germany,Support Services,431%,74.4%,11.5,195,2006,,,,,,,,,,,,,,2019
377,Good one,Lithuania,Sales & Marketing,431%,74.4%,4.5,24,2009,,,,,,,,,,,,,,2019
378,Deporvillage,Spain,Ecommerce,431%,74.4%,34.5,75,2011,,,,,,,,,,,,,,2019
379,ANT,Poland,Technology,430%,74.4%,4.1,58,2006,,,,,,,,,,,,,,2019
380,Fly Victor,United Kingdom,Travel & Leisure,428%,74.1%,48.7,113,2010,,,,,,,,,,,,,,2019
381,Car Fleet Services Sas,France,Financial Services,428%,74.1%,3.6,3,2012,,,,,,,,,,,,,,2019
382,HJ Tiefbau,Germany,Construction,427%,74.0%,8.3,45,2011,,,,,,,,,,,,,,2019
383,Carrevolutis,France,Support Services,426%,74.0%,2.0,24,2009,,,,,,,,,,,,,,2019
384,Hangon Makaronitehdas,Finland,Restaurants,424%,73.7%,2.4,n/a,2010,,,,,,,,,,,,,,2019
385,STATUS Beratungsgesellschaft,Germany,Financial Services,421%,73.4%,2.3,12,2000,,,,,,,,,,,,,,2019
386,Apotea,Sweden,Pharmaceuticals,421%,73.3%,156.6,236,2012,,,,,,,,,,,,,,2019
387,Shinga,Netherlands,Retail,421%,73.3%,1.6,15,2009,,,,,,,,,,,,,,2019
388,Signal Media,United Kingdom,Technology,421%,73.3%,2.1,62,2013,,,,,,,,,,,,,,2019
389,Travelist,Poland,Ecommerce,420%,73.3%,8.3,64,2012,,,,,,,,,,,,,,2019
390,Tor.Mec Ambrosi,Italy,Industrial Goods,420%,73.3%,8.8,45,1990,,,,,,,,,,,,,,2019
391,General Service,Italy,Industrial Goods,418%,73.0%,2.5,22,2012,,,,,,,,,,,,,,2019
392,Enghofer Koch Consulting,Germany,Management Consulting,417%,72.9%,3.5,15,1991,,,,,,,,,,,,,,2019
393,Idle Projects,United Kingdom,Retail,416%,72.8%,2.0,30,2014,,,,,,,,,,,,,,2019
394,Aprotecnic Group,Spain,Architecture,415%,72.7%,7.2,133,2010,,,,,,,,,,,,,,2019
395,50Factory,France,Automobiles,414%,72.6%,3.6,18,2010,,,,,,,,,,,,,,2019
396,Hirschtec,Germany,Support Services,413%,72.5%,5.1,50,2005,,,,,,,,,,,,,,2019
397,FD Concept,France,Construction,413%,72.4%,8.2,n/a,2013,,,,,,,,,,,,,,2019
397,KBS Group,Germany,Support Services,413%,72.4%,16.4,485,2010,,,,,,,,,,,,,,2019
399,MK Premium,Spain,Construction,412%,72.4%,14.1,19,2012,,,,,,,,,,,,,,2019
400,Die Socialisten,Austria,Technology,411%,72.3%,2.2,24,2010,,,,,,,,,,,,,,2019
401,SanaBio,Germany,Chemicals,411%,72.2%,2.4,7,2012,,,,,,,,,,,,,,2019
402,Erdbär (Freche Freunde),Germany,Food & Beverage,410%,72.2%,26.4,60,2010,,,,,,,,,,,,,,2019
403,Avis Vérifiés,France,Support Services,410%,72.1%,4.4,70,2012,,,,,,,,,,,,,,2019
404,Comino Media,United Kingdom,Media,408%,71.9%,51.5,699,2013,,,,,,,,,,,,,,2019
405,Midstream Lighting,United Kingdom,Technology,407%,71.8%,3.0,4,2009,,,,,,,,,,,,,,2019
406,COFARIM,France,Personal & Household Goods,406%,71.7%,3.5,10,2010,,,,,,,,,,,,,,2019
407,Ecometrica,United Kingdom,Technology,406%,71.7%,6.4,32,2008,,,,,,,,,,,,,,2019
408,Görges Naturprodukte,Germany,Health,405%,71.6%,8.1,65,2013,,,,,,,,,,,,,,2019
409,Prodiel Proyectos,Spain,Energy,405%,71.6%,274.5,2400,2007,,,,,,,,,,,,,,2019
410,MgM Robotics,Italy,Technology,405%,71.5%,3.1,11,2014,,,,,,,,,,,,,,2019
411,MGL Licht,Germany,Technology,403%,71.3%,5.1,9,2014,,,,,,,,,,,,,,2019
412,Fioulreduc,France,Retail,403%,71.3%,21.9,15,2011,,,,,,,,,,,,,,2019
413,Smart Adserver,France,Advertising,403%,71.3%,84.9,215,2001,,,,,,,,,,,,,,2019
414,Piantek,Finland,Interiors,403%,71.3%,6.9,19,2005,,,,,,,,,,,,,,2019
415,ZukunftsEnergie Fichtelgebirge,Germany,Energy,403%,71.3%,5.3,1,2011,,,,,,,,,,,,,,2019
416,Family Web Diffusion,France,Retail,402%,71.3%,4.2,12,2011,,,,,,,,,,,,,,2019
417,Domino Creations,Italy,Retail,402%,71.3%,2.1,1,2011,,,,,,,,,,,,,,2019
418,Nue-Pro Select,France,Property,402%,71.2%,1.6,7,2012,,,,,,,,,,,,,,2019
419,Rafa Grau Transports,Spain,Transport,401%,71.1%,9.3,53,2014,,,,,,,,,,,,,,2019
420,Utensilveneta,Italy,Retail,401%,71.1%,1.9,4,2014,,,,,,,,,,,,,,2019
421,Augustin Bau,Germany,Construction,400%,71.0%,12.5,72,1995,,,,,,,,,,,,,,2019
421,Best IT,Germany,Construction,400%,71.0%,5.0,48,2000,,,,,,,,,,,,,,2019
423,House To House,Italy,Retail,400%,71.0%,9.4,21,2006,,,,,,,,,,,,,,2019
424,Digilinx,France,Support Services,400%,71.0%,5.5,10,2011,,,,,,,,,,,,,,2019
425,Agence Renov Design,France,Construction,399%,70.9%,4.0,29,2008,,,,,,,,,,,,,,2019
426,Enecsol,France,Energy,399%,70.9%,2.8,4,2014,,,,,,,,,,,,,,2019
427,FSP Creative Wine Merchants,France,Food & Beverage,399%,70.8%,8.9,n/a,2012,,,,,,,,,,,,,,2019
428,Epidemic Sound,Sweden,Technology,398%,70.8%,11.8,146,2009,,,,,,,,,,,,,,2019
429,Sos Tariffe,Italy,Ecommerce,398%,70.8%,7.6,35,2010,,,,,,,,,,,,,,2019
430,Fourniresto.com,France,Ecommerce,398%,70.7%,4.7,17,2012,,,,,,,,,,,,,,2019
431,ALLESklarDRUCK,Germany,Industrial Goods,397%,70.6%,2.1,34,2013,,,,,,,,,,,,,,2019
432,TEC Systems Systemhaus,Germany,Support Services,395%,70.5%,2.6,11,1998,,,,,,,,,,,,,,2019
433,Bausal,Germany,Industrial Goods,395%,70.5%,3.4,7,2012,,,,,,,,,,,,,,2019
434,ZAC Personalservice,Germany,Support Services,395%,70.4%,4.6,170,2013,,,,,,,,,,,,,,2019
435,Speechmatics*,United Kingdom,Technology,395%,70.4%,1.6,40,2006,,,,,,,,,,,,,,2019
436,aviationscouts,Germany,Ecommerce,394%,70.3%,3.6,12,2002,,,,,,,,,,,,,,2019
437,Seren Automobili,Italy,Automobiles,394%,70.3%,3.1,7,1989,,,,,,,,,,,,,,2019
438,Manifone,France,Telecoms,394%,70.3%,6.4,12,2006,,,,,,,,,,,,,,2019
439,City Control,Germany,Support Services,393%,70.2%,13.8,90,2012,,,,,,,,,,,,,,2019
440,Inrete,Italy,Support Services,393%,70.2%,4.4,13,2010,,,,,,,,,,,,,,2019
441,Workstreampeople (Anywhere365),Netherlands,Technology,392%,70.1%,12.1,34,2008,,,,,,,,,,,,,,2019
442,Digital & You,France,Technology,391%,70.0%,11.6,140,2013,,,,,,,,,,,,,,2019
443,7Layers,Italy,Cyber Security,391%,69.9%,5.3,9,2012,,,,,,,,,,,,,,2019
444,Optiwella,Hungary,Telecoms,391%,69.9%,10.1,42,2011,,,,,,,,,,,,,,2019
445,Communicate Technology,United Kingdom,Technology,390%,69.9%,4.7,32,2011,,,,,,,,,,,,,,2019
446,Signor Prestito,Italy,Financial Services,390%,69.8%,19.3,208,2012,,,,,,,,,,,,,,2019
447,Traktech Construccions Mecaniques,Spain,Industrial Goods,388%,69.6%,2.3,13,2010,,,,,,,,,,,,,,2019
448,Accedia,Bulgaria,Technology,388%,69.6%,4.5,109,2012,,,,,,,,,,,,,,2019
449,Bulpros Consulting,Bulgaria,Technology,387%,69.5%,31.0,1098,2010,,,,,,,,,,,,,,2019
450,Icon Key,Portugal,Food & Beverage,387%,69.5%,3.7,13,2008,,,,,,,,,,,,,,2019
451,Weller Media Agency,United Kingdom,Sales & Marketing,386%,69.4%,3.2,25,2013,,,,,,,,,,,,,,2019
452,PoTec,Germany,Ecommerce,386%,69.4%,6.5,32,2009,,,,,,,,,,,,,,2019
453,Arcadia Investment,Germany,Property,385%,69.3%,2.4,14,2012,,,,,,,,,,,,,,2019
454,SDL Group,United Kingdom,Property,384%,69.2%,99.2,612,1989,,,,,,,,,,,,,,2019
455,Kernel Analytics,Spain,Technology,383%,69.0%,4.8,81,2013,,,,,,,,,,,,,,2019
456,Babe,Italy,Retail,382%,68.9%,3.2,25,2012,,,,,,,,,,,,,,2019
457,ADNP GmbH,Germany,Support Services,382%,68.9%,3.7,25,2013,,,,,,,,,,,,,,2019
458,Antigua Tazzadoro,Italy,Food & Beverage,380%,68.7%,1.6,14,2012,,,,,,,,,,,,,,2019
459,Carmela Di Caro,Italy,Food & Beverage,379%,68.6%,4.9,8,2007,,,,,,,,,,,,,,2019
460,ENVENDO-POWER,Germany,Energy,379%,68.5%,1.5,6,2010,,,,,,,,,,,,,,2019
461,Giglio.com,Italy,Ecommerce,379%,68.5%,9.3,14,2007,,,,,,,,,,,,,,2019
462,squad,France,Support Services,379%,68.5%,27.2,329,2010,,,,,,,,,,,,,,2019
463,FBG,Italy,Industrial Goods,378%,68.5%,5.4,15,2011,,,,,,,,,,,,,,2019
464,rankingCoach,Germany,Sales & Marketing,374%,68.0%,4.3,45,2012,,,,,,,,,,,,,,2019
465,Afinna One,Italy,Telecoms,372%,67.8%,64.8,6,2010,,,,,,,,,,,,,,2019
466,Gestiona Desarrollo,Spain,Construction,371%,67.7%,2.7,89,2007,,,,,,,,,,,,,,2019
467,Mason Advisory*,United Kingdom,Management Consulting,371%,67.6%,12.4,32,2014,,,,,,,,,,,,,,2019
468,3C S.r.l.,Italy,Automobiles,370%,67.5%,9.8,14,1979,,,,,,,,,,,,,,2019
469,Construcciones Antedi,Spain,Construction,370%,67.5%,1.5,6,2014,,,,,,,,,,,,,,2019
470,Samurai Security,Germany,Support Services,369%,67.4%,6.9,114,2007,,,,,,,,,,,,,,2019
471,Le Petit Vapoteur,France,Retail,368%,67.3%,38.4,100,2012,,,,,,,,,,,,,,2019
472,Grabyo,United Kingdom,Technology,368%,67.2%,3.0,34,2013,,,,,,,,,,,,,,2019
473,Access Protection,France,Technology,368%,67.2%,1.5,5,2002,,,,,,,,,,,,,,2019
474,aflexio*,Germany,Management Consulting,367%,67.2%,1.8,14,2014,,,,,,,,,,,,,,2019
475,Filoblu,Italy,Ecommerce,367%,67.2%,19.5,112,2009,,,,,,,,,,,,,,2019
476,Donau Star Bg Eood,Bulgaria,Travel & Leisure,367%,67.1%,2.4,35,1998,,,,,,,,,,,,,,2019
477,Ate System,Italy,Technology,366%,67.1%,2.6,17,1995,,,,,,,,,,,,,,2019
478,Kleine Riesen Nord,Germany,Education,366%,67.0%,6.4,116,2011,,,,,,,,,,,,,,2019
479,5M Services,France,Construction,364%,66.8%,2.0,17,2013,,,,,,,,,,,,,,2019
480,CO.NET,Germany,Support Services,364%,66.7%,8.0,22,2001,,,,,,,,,,,,,,2019
481,Grupa TENSE,Poland,Advertising,363%,66.7%,2.1,78,2011,,,,,,,,,,,,,,2019
482,Trustly Group,Sweden,Fintech,362%,66.6%,49.0,163,2008,,,,,,,,,,,,,,2019
483,artos,Germany,Food & Beverage,361%,66.4%,6.1,8,2011,,,,,,,,,,,,,,2019
484,BVS Construction,France,Construction,361%,66.4%,1.7,4,2012,,,,,,,,,,,,,,2019
485,sonnen**,Germany,Energy,359%,66.2%,65.1,400,2010,,,,,,,,,,,,,,2019
486,Ova Projects,Spain,Industrial Goods,359%,66.1%,6.2,25,2008,,,,,,,,,,,,,,2019
487,"Caamaño, Concheiro & Seoane",Spain,Law,358%,66.1%,8.0,80,2002,,,,,,,,,,,,,,2019
488,Podium Advanced Technologies,Italy,Automobiles,358%,66.0%,2.3,17,2011,,,,,,,,,,,,,,2019
489,Sistemas Informáticos de Negocio,Spain,Advertising,357%,66.0%,1.7,53,2005,,,,,,,,,,,,,,2019
490,G.C.Costruzioni,Italy,Construction,356%,65.8%,2.3,7,2014,,,,,,,,,,,,,,2019
491,Myposter,Germany,Ecommerce,355%,65.8%,24.5,68,2011,,,,,,,,,,,,,,2019
492,Better Globe,Norway,Agricultural Commodities,355%,65.7%,6.2,2,2008,,,,,,,,,,,,,,2019
493,Be-Cloud,France,Technology,355%,65.7%,3.8,24,2012,,,,,,,,,,,,,,2019
494,Terzia Personal-Service,Germany,Support Services,355%,65.7%,4.4,186,2014,,,,,,,,,,,,,,2019
495,Cirruseo,France,Technology,354%,65.6%,12.0,59,2011,,,,,,,,,,,,,,2019
496,Agricollibio,Italy,Food & Beverage,354%,65.6%,15.1,10,2013,,,,,,,,,,,,,,2019
497,ParcelHero.com,United Kingdom,Technology,354%,65.6%,7.7,20,2009,,,,,,,,,,,,,,2019
498,Nordcloud,Finland,Technology,350%,65.1%,34.8,139,2011,,,,,,,,,,,,,,2019
499,Rak & Spa Services,France,Agricultural Commodities,350%,65.1%,4.4,1,2008,,,,,,,,,,,,,,2019
500,Industrias De Conformado,Spain,Construction,349%,65.0%,3.1,35,2013,,,,,,,,,,,,,,2019
501,Team17 Group,United Kingdom,Games Industry,348%,64.9%,34.7,128,1990,,,,,,,,,,,,,,2019
502,Tecnogiardini,Italy,Support Services,348%,64.8%,2.2,33,2006,,,,,,,,,,,,,,2019
503,Bari Gruppe,Germany,Travel & Leisure,348%,64.8%,3.2,20,2011,,,,,,,,,,,,,,2019
504,Aventom,United Kingdom,Beauty,347%,64.7%,2.9,8,2011,,,,,,,,,,,,,,2019
505,Norsk Råvare,Norway,Waste Management & Recycling,346%,64.6%,8.3,3,2013,,,,,,,,,,,,,,2019
506,O2Feel,France,Personal & Household Goods,343%,64.3%,11.1,18,2010,,,,,,,,,,,,,,2019
507,Arcure,France,Technology,343%,64.3%,5.0,24,2009,,,,,,,,,,,,,,2019
508,Autovia,Italy,Travel & Leisure,341%,64.0%,15.0,80,2005,,,,,,,,,,,,,,2019
509,Selectus,Italy,Food & Beverage,341%,64.0%,3.6,9,2011,,,,,,,,,,,,,,2019
510,CET Connect,Ireland,Telecoms,341%,64.0%,15.0,66,1999,,,,,,,,,,,,,,2019
511,3KLES Consulting,France,Support Services,340%,63.9%,4.4,25,2012,,,,,,,,,,,,,,2019
512,Innocv Solutions,Spain,Technology,340%,63.9%,2.8,42,2012,,,,,,,,,,,,,,2019
513,WoW International Logistics,Germany,Transport,339%,63.8%,3.7,10,2013,,,,,,,,,,,,,,2019
